expenses,2019-11-01,48.06
expenses,2019-11-02,36.71
expenses,2019-11-03,19.26
expenses,2019-11-04,47.69
expenses,2019-11-05,43.39
expenses,2019-11-06,43.85
expenses,2019-11-07,37.04
expenses,2019-11-08,25.68
expenses,2019-11-09,45.92
expenses,2019-11-10,30.35
expenses,2019-11-11,27.01
expenses,2019-11-12,47.12
expenses,2019-11-13,27.13
expenses,2019-11-14,23.79
expenses,2019-11-15,30.47
expenses,2019-11-16,47.14
expenses,2019-11-17,41.93
expenses,2019-11-18,47.84
expenses,2019-11-19,47.24
expenses,2019-11-20,47.19
expenses,2019-11-21,19.30
expenses,2019-11-22,43.41
expenses,2019-11-23,44.74
expenses,2019-11-24,20.08
expenses,2019-11-25,15.44
expenses,2019-11-26,19.36
expenses,2019-11-27,20.39
expenses,2019-11-28,18.03
expenses,2019-11-29,19.89
expenses,2019-11-30,27.78
