expenses,2019-03-01,46.41
expenses,2019-03-02,18.26
expenses,2019-03-03,43.97
expenses,2019-03-04,35.47
expenses,2019-03-05,19.19
expenses,2019-03-06,35.60
expenses,2019-03-07,23.57
expenses,2019-03-08,48.47
expenses,2019-03-09,17.75
expenses,2019-03-10,26.93
expenses,2019-03-11,48.53
expenses,2019-03-12,35.73
expenses,2019-03-13,39.80
expenses,2019-03-14,32.62
expenses,2019-03-15,18.59
expenses,2019-03-16,27.60
expenses,2019-03-17,28.66
expenses,2019-03-18,16.95
expenses,2019-03-19,44.07
expenses,2019-03-20,15.50
expenses,2019-03-21,41.32
expenses,2019-03-22,30.80
expenses,2019-03-23,27.31
expenses,2019-03-24,15.59
expenses,2019-03-25,46.25
expenses,2019-03-26,24.46
expenses,2019-03-27,26.51
expenses,2019-03-28,45.89
expenses,2019-03-29,28.04
expenses,2019-03-30,17.10
expenses,2019-03-31,21.38
