expenses,2018-01-01,22.30
expenses,2018-01-02,27.66
expenses,2018-01-03,31.05
expenses,2018-01-04,17.29
expenses,2018-01-05,37.56
expenses,2018-01-06,41.16
expenses,2018-01-07,49.06
expenses,2018-01-08,49.87
expenses,2018-01-09,41.39
expenses,2018-01-10,26.57
expenses,2018-01-11,15.39
expenses,2018-01-12,38.09
expenses,2018-01-13,15.29
expenses,2018-01-14,31.65
expenses,2018-01-15,42.71
expenses,2018-01-16,42.27
expenses,2018-01-17,16.56
expenses,2018-01-18,30.99
expenses,2018-01-19,20.58
expenses,2018-01-20,28.23
expenses,2018-01-21,37.51
expenses,2018-01-22,36.12
expenses,2018-01-23,35.96
expenses,2018-01-24,17.02
expenses,2018-01-25,21.84
expenses,2018-01-26,21.68
expenses,2018-01-27,41.68
expenses,2018-01-28,23.10
expenses,2018-01-29,42.43
expenses,2018-01-30,24.70
expenses,2018-01-31,38.67
