expenses,2018-02-01,34.49
expenses,2018-02-02,28.79
expenses,2018-02-03,34.03
expenses,2018-02-04,29.22
expenses,2018-02-05,37.37
expenses,2018-02-06,46.24
expenses,2018-02-07,32.99
expenses,2018-02-08,41.81
expenses,2018-02-09,21.64
expenses,2018-02-10,15.06
expenses,2018-02-11,34.83
expenses,2018-02-12,37.94
expenses,2018-02-13,36.37
expenses,2018-02-14,34.56
expenses,2018-02-15,18.21
expenses,2018-02-16,39.32
expenses,2018-02-17,34.66
expenses,2018-02-18,44.81
expenses,2018-02-19,32.09
expenses,2018-02-20,21.25
expenses,2018-02-21,29.75
expenses,2018-02-22,45.54
expenses,2018-02-23,21.69
expenses,2018-02-24,16.39
expenses,2018-02-25,35.45
expenses,2018-02-26,47.98
expenses,2018-02-27,41.96
expenses,2018-02-28,34.21
