expenses,2019-12-01,25.67
expenses,2019-12-02,16.59
expenses,2019-12-03,17.89
expenses,2019-12-04,36.48
expenses,2019-12-05,46.40
expenses,2019-12-06,15.25
expenses,2019-12-07,36.84
expenses,2019-12-08,33.67
expenses,2019-12-09,46.13
expenses,2019-12-10,15.06
expenses,2019-12-11,43.59
expenses,2019-12-12,49.17
expenses,2019-12-13,37.90
expenses,2019-12-14,37.66
expenses,2019-12-15,17.74
expenses,2019-12-16,42.71
expenses,2019-12-17,32.97
expenses,2019-12-18,16.08
expenses,2019-12-19,33.22
expenses,2019-12-20,46.61
expenses,2019-12-21,31.55
expenses,2019-12-22,33.94
expenses,2019-12-23,23.87
expenses,2019-12-24,23.69
expenses,2019-12-25,18.88
expenses,2019-12-26,28.07
expenses,2019-12-27,24.49
expenses,2019-12-28,41.65
expenses,2019-12-29,36.35
expenses,2019-12-30,46.49
expenses,2019-12-31,23.55
