expenses,2019-10-01,23.88
expenses,2019-10-02,15.83
expenses,2019-10-03,35.05
expenses,2019-10-04,42.52
expenses,2019-10-05,24.25
expenses,2019-10-06,26.23
expenses,2019-10-07,49.81
expenses,2019-10-08,42.92
expenses,2019-10-09,31.52
expenses,2019-10-10,32.71
expenses,2019-10-11,32.77
expenses,2019-10-12,16.05
expenses,2019-10-13,47.71
expenses,2019-10-14,19.32
expenses,2019-10-15,22.21
expenses,2019-10-16,42.99
expenses,2019-10-17,47.57
expenses,2019-10-18,16.61
expenses,2019-10-19,49.07
expenses,2019-10-20,41.88
expenses,2019-10-21,46.83
expenses,2019-10-22,37.75
expenses,2019-10-23,26.90
expenses,2019-10-24,23.18
expenses,2019-10-25,27.29
expenses,2019-10-26,15.41
expenses,2019-10-27,26.54
expenses,2019-10-28,42.73
expenses,2019-10-29,49.73
expenses,2019-10-30,29.81
expenses,2019-10-31,29.36
