expenses,2018-04-01,26.05
expenses,2018-04-02,15.53
expenses,2018-04-03,37.23
expenses,2018-04-04,38.55
expenses,2018-04-05,15.83
expenses,2018-04-06,21.38
expenses,2018-04-07,16.26
expenses,2018-04-08,46.43
expenses,2018-04-09,31.85
expenses,2018-04-10,29.63
expenses,2018-04-11,29.42
expenses,2018-04-12,35.81
expenses,2018-04-13,48.43
expenses,2018-04-14,47.86
expenses,2018-04-15,39.07
expenses,2018-04-16,34.24
expenses,2018-04-17,29.16
expenses,2018-04-18,36.27
expenses,2018-04-19,44.57
expenses,2018-04-20,32.52
expenses,2018-04-21,24.65
expenses,2018-04-22,49.03
expenses,2018-04-23,30.68
expenses,2018-04-24,31.58
expenses,2018-04-25,39.91
expenses,2018-04-26,49.73
expenses,2018-04-27,37.78
expenses,2018-04-28,41.14
expenses,2018-04-29,40.83
expenses,2018-04-30,32.75
