expenses,2018-12-01,29.86
expenses,2018-12-02,40.01
expenses,2018-12-03,31.06
expenses,2018-12-04,22.65
expenses,2018-12-05,40.50
expenses,2018-12-06,22.55
expenses,2018-12-07,25.01
expenses,2018-12-08,38.00
expenses,2018-12-09,16.95
expenses,2018-12-10,33.26
expenses,2018-12-11,29.54
expenses,2018-12-12,15.36
expenses,2018-12-13,31.18
expenses,2018-12-14,38.07
expenses,2018-12-15,29.03
expenses,2018-12-16,18.74
expenses,2018-12-17,35.17
expenses,2018-12-18,30.47
expenses,2018-12-19,34.34
expenses,2018-12-20,36.46
expenses,2018-12-21,23.46
expenses,2018-12-22,33.14
expenses,2018-12-23,16.30
expenses,2018-12-24,15.05
expenses,2018-12-25,22.00
expenses,2018-12-26,38.52
expenses,2018-12-27,29.72
expenses,2018-12-28,47.03
expenses,2018-12-29,44.51
expenses,2018-12-30,45.47
expenses,2018-12-31,32.52
