expenses,2018-11-01,43.02
expenses,2018-11-02,31.68
expenses,2018-11-03,27.17
expenses,2018-11-04,37.53
expenses,2018-11-05,33.89
expenses,2018-11-06,49.01
expenses,2018-11-07,38.74
expenses,2018-11-08,46.21
expenses,2018-11-09,29.68
expenses,2018-11-10,31.00
expenses,2018-11-11,37.35
expenses,2018-11-12,40.34
expenses,2018-11-13,41.21
expenses,2018-11-14,33.89
expenses,2018-11-15,23.80
expenses,2018-11-16,18.37
expenses,2018-11-17,38.14
expenses,2018-11-18,18.43
expenses,2018-11-19,49.20
expenses,2018-11-20,39.26
expenses,2018-11-21,38.92
expenses,2018-11-22,41.80
expenses,2018-11-23,39.93
expenses,2018-11-24,37.05
expenses,2018-11-25,17.37
expenses,2018-11-26,42.69
expenses,2018-11-27,32.95
expenses,2018-11-28,26.97
expenses,2018-11-29,28.22
expenses,2018-11-30,37.67
