expenses,2019-05-01,21.70
expenses,2019-05-02,45.72
expenses,2019-05-03,41.94
expenses,2019-05-04,36.22
expenses,2019-05-05,36.85
expenses,2019-05-06,33.38
expenses,2019-05-07,34.74
expenses,2019-05-08,36.07
expenses,2019-05-09,32.55
expenses,2019-05-10,28.70
expenses,2019-05-11,37.93
expenses,2019-05-12,31.37
expenses,2019-05-13,16.95
expenses,2019-05-14,39.00
expenses,2019-05-15,40.32
expenses,2019-05-16,22.94
expenses,2019-05-17,20.42
expenses,2019-05-18,42.05
expenses,2019-05-19,32.47
expenses,2019-05-20,30.83
expenses,2019-05-21,32.70
expenses,2019-05-22,20.97
expenses,2019-05-23,44.17
expenses,2019-05-24,36.85
expenses,2019-05-25,26.23
expenses,2019-05-26,15.13
expenses,2019-05-27,19.34
expenses,2019-05-28,37.44
expenses,2019-05-29,36.86
expenses,2019-05-30,40.71
expenses,2019-05-31,23.76
