expenses,2019-07-01,33.48
expenses,2019-07-02,28.02
expenses,2019-07-03,18.43
expenses,2019-07-04,36.11
expenses,2019-07-05,43.92
expenses,2019-07-06,48.43
expenses,2019-07-07,15.42
expenses,2019-07-08,35.37
expenses,2019-07-09,16.79
expenses,2019-07-10,42.53
expenses,2019-07-11,47.30
expenses,2019-07-12,21.72
expenses,2019-07-13,16.90
expenses,2019-07-14,47.58
expenses,2019-07-15,29.43
expenses,2019-07-16,36.39
expenses,2019-07-17,22.07
expenses,2019-07-18,32.09
expenses,2019-07-19,41.41
expenses,2019-07-20,24.77
expenses,2019-07-21,44.61
expenses,2019-07-22,40.79
expenses,2019-07-23,32.96
expenses,2019-07-24,43.00
expenses,2019-07-25,17.56
expenses,2019-07-26,37.27
expenses,2019-07-27,18.97
expenses,2019-07-28,15.51
expenses,2019-07-29,29.68
expenses,2019-07-30,43.10
expenses,2019-07-31,44.54
