expenses,2019-09-01,24.69
expenses,2019-09-02,46.42
expenses,2019-09-03,49.30
expenses,2019-09-04,49.76
expenses,2019-09-05,47.17
expenses,2019-09-06,35.30
expenses,2019-09-07,26.28
expenses,2019-09-08,33.84
expenses,2019-09-09,20.33
expenses,2019-09-10,20.86
expenses,2019-09-11,18.74
expenses,2019-09-12,20.97
expenses,2019-09-13,36.10
expenses,2019-09-14,32.32
expenses,2019-09-15,29.85
expenses,2019-09-16,36.55
expenses,2019-09-17,33.64
expenses,2019-09-18,20.20
expenses,2019-09-19,18.75
expenses,2019-09-20,20.15
expenses,2019-09-21,44.51
expenses,2019-09-22,21.77
expenses,2019-09-23,26.13
expenses,2019-09-24,38.74
expenses,2019-09-25,36.98
expenses,2019-09-26,47.57
expenses,2019-09-27,25.91
expenses,2019-09-28,49.66
expenses,2019-09-29,28.04
expenses,2019-09-30,17.29
