expenses,2018-10-01,38.42
expenses,2018-10-02,41.38
expenses,2018-10-03,23.77
expenses,2018-10-04,34.61
expenses,2018-10-05,22.32
expenses,2018-10-06,45.17
expenses,2018-10-07,24.57
expenses,2018-10-08,23.78
expenses,2018-10-09,33.35
expenses,2018-10-10,19.04
expenses,2018-10-11,44.88
expenses,2018-10-12,21.58
expenses,2018-10-13,39.30
expenses,2018-10-14,42.28
expenses,2018-10-15,31.50
expenses,2018-10-16,18.26
expenses,2018-10-17,27.51
expenses,2018-10-18,16.33
expenses,2018-10-19,41.32
expenses,2018-10-20,26.80
expenses,2018-10-21,41.86
expenses,2018-10-22,46.32
expenses,2018-10-23,28.68
expenses,2018-10-24,39.06
expenses,2018-10-25,18.78
expenses,2018-10-26,28.57
expenses,2018-10-27,21.62
expenses,2018-10-28,36.66
expenses,2018-10-29,43.52
expenses,2018-10-30,30.46
expenses,2018-10-31,31.54
