expenses,2018-09-01,15.07
expenses,2018-09-02,24.53
expenses,2018-09-03,20.65
expenses,2018-09-04,35.65
expenses,2018-09-05,27.31
expenses,2018-09-06,30.71
expenses,2018-09-07,19.41
expenses,2018-09-08,36.66
expenses,2018-09-09,49.17
expenses,2018-09-10,30.57
expenses,2018-09-11,32.70
expenses,2018-09-12,42.62
expenses,2018-09-13,32.39
expenses,2018-09-14,31.25
expenses,2018-09-15,46.99
expenses,2018-09-16,42.10
expenses,2018-09-17,45.82
expenses,2018-09-18,45.55
expenses,2018-09-19,27.02
expenses,2018-09-20,23.47
expenses,2018-09-21,36.00
expenses,2018-09-22,47.66
expenses,2018-09-23,29.94
expenses,2018-09-24,46.69
expenses,2018-09-25,25.15
expenses,2018-09-26,20.00
expenses,2018-09-27,30.86
expenses,2018-09-28,42.28
expenses,2018-09-29,36.27
expenses,2018-09-30,25.98
