expenses,2018-07-01,21.48
expenses,2018-07-02,44.29
expenses,2018-07-03,43.41
expenses,2018-07-04,29.01
expenses,2018-07-05,29.72
expenses,2018-07-06,27.35
expenses,2018-07-07,28.42
expenses,2018-07-08,28.70
expenses,2018-07-09,29.53
expenses,2018-07-10,32.69
expenses,2018-07-11,27.38
expenses,2018-07-12,47.26
expenses,2018-07-13,33.12
expenses,2018-07-14,27.92
expenses,2018-07-15,45.40
expenses,2018-07-16,19.94
expenses,2018-07-17,28.44
expenses,2018-07-18,48.35
expenses,2018-07-19,47.09
expenses,2018-07-20,42.03
expenses,2018-07-21,37.94
expenses,2018-07-22,39.90
expenses,2018-07-23,30.23
expenses,2018-07-24,26.17
expenses,2018-07-25,22.73
expenses,2018-07-26,24.60
expenses,2018-07-27,17.85
expenses,2018-07-28,24.74
expenses,2018-07-29,27.93
expenses,2018-07-30,21.83
expenses,2018-07-31,33.41
