expenses,2019-08-01,22.46
expenses,2019-08-02,30.51
expenses,2019-08-03,49.16
expenses,2019-08-04,42.19
expenses,2019-08-05,19.87
expenses,2019-08-06,48.22
expenses,2019-08-07,15.45
expenses,2019-08-08,36.06
expenses,2019-08-09,28.83
expenses,2019-08-10,20.86
expenses,2019-08-11,26.77
expenses,2019-08-12,26.52
expenses,2019-08-13,16.41
expenses,2019-08-14,46.35
expenses,2019-08-15,23.42
expenses,2019-08-16,15.76
expenses,2019-08-17,39.75
expenses,2019-08-18,39.54
expenses,2019-08-19,27.99
expenses,2019-08-20,35.93
expenses,2019-08-21,47.65
expenses,2019-08-22,47.40
expenses,2019-08-23,42.34
expenses,2019-08-24,35.23
expenses,2019-08-25,38.61
expenses,2019-08-26,26.70
expenses,2019-08-27,36.98
expenses,2019-08-28,26.10
expenses,2019-08-29,30.61
expenses,2019-08-30,24.54
expenses,2019-08-31,44.89
