expenses,2018-05-01,31.12
expenses,2018-05-02,35.44
expenses,2018-05-03,44.92
expenses,2018-05-04,29.82
expenses,2018-05-05,27.97
expenses,2018-05-06,22.11
expenses,2018-05-07,20.11
expenses,2018-05-08,47.30
expenses,2018-05-09,36.54
expenses,2018-05-10,22.33
expenses,2018-05-11,44.60
expenses,2018-05-12,23.81
expenses,2018-05-13,23.79
expenses,2018-05-14,28.00
expenses,2018-05-15,47.47
expenses,2018-05-16,31.23
expenses,2018-05-17,42.72
expenses,2018-05-18,43.66
expenses,2018-05-19,32.82
expenses,2018-05-20,25.69
expenses,2018-05-21,32.24
expenses,2018-05-22,37.45
expenses,2018-05-23,32.48
expenses,2018-05-24,25.80
expenses,2018-05-25,42.53
expenses,2018-05-26,32.66
expenses,2018-05-27,41.44
expenses,2018-05-28,25.52
expenses,2018-05-29,49.11
expenses,2018-05-30,47.46
expenses,2018-05-31,30.43
