expenses,2018-08-01,30.10
expenses,2018-08-02,40.54
expenses,2018-08-03,34.19
expenses,2018-08-04,39.75
expenses,2018-08-05,25.34
expenses,2018-08-06,47.29
expenses,2018-08-07,47.57
expenses,2018-08-08,44.84
expenses,2018-08-09,34.31
expenses,2018-08-10,46.57
expenses,2018-08-11,26.64
expenses,2018-08-12,22.45
expenses,2018-08-13,25.93
expenses,2018-08-14,27.77
expenses,2018-08-15,19.23
expenses,2018-08-16,37.18
expenses,2018-08-17,31.02
expenses,2018-08-18,44.14
expenses,2018-08-19,15.67
expenses,2018-08-20,23.98
expenses,2018-08-21,37.66
expenses,2018-08-22,26.37
expenses,2018-08-23,19.98
expenses,2018-08-24,38.72
expenses,2018-08-25,28.27
expenses,2018-08-26,32.81
expenses,2018-08-27,28.53
expenses,2018-08-28,24.07
expenses,2018-08-29,19.72
expenses,2018-08-30,20.90
expenses,2018-08-31,44.61
